word,pronunciation
갱년기,갱년기
갱단,
갱도,갱도
갱생,갱생
갱생하다,갱생하다
갱신,갱신
갱신되다,갱신되다
갱신되다,갱신뒈다
갱신하다,갱신하다
갱지,갱지
갸륵하다,갸르카다
갸름하다,갸름하다
갸우뚱,갸우뚱
갸우뚱갸우뚱,갸우뚱갸우뚱
갸우뚱갸우뚱하다,갸우뚱갸우뚱하다
갸우뚱거리다,갸우뚱거리다
갸우뚱대다,갸우뚱대다
갸우뚱하다,갸우뚱하다
갸웃,갸욷
갸웃갸웃,갸욷꺄욷
갸웃갸웃하다,갸욷꺄우타다
갸웃거리다,갸욷꺼리다
갸웃대다,갸욷때다
갸웃하다,갸우타다
갹출,갹출
갹출하다,갹출하다
거개,거개
거구,거구
거국,거국
거국적,거국쩍
거금,거금
거기,거기
거꾸러뜨리다,거꾸러뜨리다
거꾸러지다,거꾸러지다
거꾸러트리다,거꾸러트리다
거꾸로,거꾸로
거나하다,거나하다
거느리다,거느리다
거닐다,거닐다
거대,거대
거대하다,거대하다
거덜,거덜
거덜나다,거덜나다
거동,거동
거동하다,거동하다
거두다,거두다
거두어들이다,거두어드리다
거두절미,거두절미
거두절미하다,거두절미하다
거둬들이다,거둬드리다
거드럭거드럭,거드럭꺼드럭
거드럭거드럭하다,거드럭꺼드러카다
거드럭거리다,거드럭꺼리다
거드럭대다,거드럭때다
거드름,거드름
거들,
거들다,거들다
거들떠보다,거들떠보다
거들먹거들먹,거들먹꺼들먹
거들먹거들먹하다,거들먹꺼들머카다
거들먹거리다,거들먹꺼리다
거들먹대다,거들먹때다
거들먹이다,거들머기다
거듭,거듭
거듭거듭,거듭꺼듭
거듭나다,거듬나다
거듭되다,거듭뙤다
거듭되다,거듭뛔다
거듭제곱,거듭쩨곱
거듭하다,거드파다
거뜬하다,거뜬하다
거뜬히,거뜬히
거래,거래
거래되다,거래되다
거래되다,거래뒈다
거래량,거래량
거래소,거래소
거래액,거래액
거래처,거래처
거래하다,거래하다
거렁뱅이,거렁뱅이
거론,거론
거론되다,거론되다
거론되다,거론뒈다
거론하다,거론하다
거룩하다,거루카다
거룻배,거루빼
거룻배,거룯빼
거르다,거르다
거름,거름
거름망,거름망
거름종이,거름종이
거리,거리
거리감,거리감
거리거리,거리거리
거리끼다,거리끼다
거리낌,거리낌
거만,거만
거만스럽다,거만스럽따
거만하다,거만하다
거머리,거머리
거머잡다,거머잡따
거머쥐다,거머쥐다
거멓다,거머타
거명,거명
거명되다,거명되다
거명되다,거명뒈다
거명하다,거명하다
거목,거목
거무데데하다,거무데데하다
거무뎅뎅하다,거무뎅뎅하다
거무레하다,거무레하다
거무스레하다,거무스레하다
거무스름하다,거무스름하다
거무죽죽하다,거무죽쭈카다
거무튀튀하다,거무튀튀하다
거무틱틱하다,
거문고,거문고
거물,거물
거물급,거물끕
거뭇거뭇,거묻꺼묻
거뭇거뭇하다,거묻꺼무타다
거뭇하다,거무타다
거미,거미
거미줄,거미줄
거봉,거봉
거봐,거봐
거부,거부
거부감,거부감
거부권,거부꿘
거부당하다,거부당하다
거부되다,거부되다
거부되다,거부뒈다
거부하다,거부하다
거북,거북
거북살스럽다,거북쌀스럽따
거북선,거북썬
거북스럽다,거북쓰럽따
거북이,거부기
거북하다,거부카다
거사,거사
거사하다,거사하다
거상,거상
거성,거성
거세,거세
거세다,거세다
거세당하다,거세당하다
거세되다,거세되다
거세되다,거세뒈다
거세지다,거세지다
거세하다,거세하다
거센소리,거센소리
거소,거소
거수,거수
거수경례,거수경녜
거수하다,거수하다
거스르다,거스르다
거스름돈,거스름똔
거슬리다,거슬리다
거슴츠레하다,거슴츠레하다
거시,거시
거시기,거시기
거시적,거시적
거식증,거식쯩
거실,거실
거액,거액
거역,거역
거역하다,거여카다
거울,거울
거울삼다,거울삼따
거웃,거욷
거위,거위
거의,거의
거의,거이
거인,거인
거장,거장
거저,거저
거적,거적
거적때기,거적때기
거적문,거정문
거절,거절
거절당하다,거절당하다
거절되다,거절되다
거절되다,거절뒈다
거절하다,거절하다
거점,거쩜
거주,거주
거주민,거주민
거주자,거주자
거주지,거주지
거주하다,거주하다
거죽,거죽
거중기,거중기
거즈,
거지,거지
거지꼴,거지꼴
거짓,거짇
거짓되다,거짇뙤다
거짓되다,거짇뛔다
거짓말,거진말
거짓말쟁이,거진말쟁이
거짓말하다,거진말하다
거짓부렁,거짇뿌렁
거참,거참
거창하다,거창하다
거처,거처
거처하다,거처하다
거쳐가다,거쳐가다
거쳐오다,거쳐오다
거추장스럽다,거추장스럽따
거취,거취
거치,거치
거치다,거치다
거치적거리다,거치적꺼리다
거치적거치적,거치적꺼치적
거치적거치적하다,거치적꺼치저카다
거치적대다,거치적때다
거칠거칠,거칠거칠
거칠거칠하다,거칠거칠하다
거칠다,거칠다
거침없다,거치멉따
거침없이,거치멉씨
거포,거포
거푸,거푸
거푸집,거푸집
거품,거품
거품기,거품기
거하다,거하다
거행,거행
거행되다,거행되다
거행되다,거행뒈다
거행하다,거행하다
걱정,걱쩡
걱정거리,걱쩡꺼리
걱정걱정하다,걱쩡걱쩡하다
걱정되다,걱쩡되다
걱정되다,걱쩡뒈다
걱정스럽다,걱쩡스럽따
걱정스레,걱쩡스레
걱정하다,걱쩡하다
건강,건강
건강미,건강미
건강식,건강식
건강식품,건강식품
건강체,건강체
건강하다,건강하다
건강히,건강히
건건이,건거니
건건이,건꺼니
건곤,건곤
건국,건국
건국하다,건구카다
건군,건군
건기,건기
건너,건너
건너가다,건너가다
건너다,건너다
건너다니다,건너다니다
건너다보다,건너다보다
건너다보이다,건너다보이다
건너뛰다,건너뛰다
건너보다,건너보다
건너오다,건너오다
건너지르다,건너지르다
건너짚다,건너집따
건너편,건너편
건넌방,건넌방
건널목,건널목
건넛마을,건넌마을
건넛집,건너찝
건넛집,건넏찝
건네다,건네다
건네받다,건네받따
건네주다,건네주다
건달,건달
건달패,건달패
건더기,건더기
건드리다,건드리다
건들거리다,건들거리다
건들건들,건들건들
건들건들하다,건들건들하다
건들다,건들다
건들대다,건들대다
건립,걸립
건립되다,걸립뙤다
건립되다,걸립뛔다
건립하다,걸리파다
건망증,건망쯩
건물,건물
건반,건반
건방,건방
건방지다,건방지다
건배,건배
건배하다,건배하다
건빵,건빵
건사,건사
건사하다,건사하다
건설,건설
건설되다,건설되다
건설되다,건설뒈다
건설업,건서럽
건설업자,건서럽짜
건설적,건설쩍
건설하다,건설하다
건성,건성
건성건성,건성건성
건수,건쑤
건식,건식
건실하다,건실하다
건아,거나
건어물,거너물
건의,거늬 
건의,거니
건의되다,거늬되다 
건의되다,거니뒈다
건의문,거늬문 
건의문,거니문
건의서,거늬서
건의서,거니서
건의안,거늬안
건의안,거니안
건의하다,거늬하다
건의하다,거니하다
건장하다,건장하다
건재,건재
건재상,건재상
건재하다,건재하다
건전,건전
건전성,건전썽
건전지,건전지
건전하다,건전하다
건조,건조
건조기,건조기
건조대,건조대
건조되다,건조되다
건조되다,건조뒈다
건조물,건조물
건조시키다,건조시키다
건조실,건조실
건조제,건조제
건조하다,건조하다
건지다,건지다
건초,건초
건축,건축
건축가,건축까
건축되다,건축뙤다
건축되다,건축뛔다
건축물,건충물
건축미,건충미
건축법,건축뻡
건축사,건축싸
건축업,건추겁
건축재,건축째
건축하다,건추카다
건축학,건추칵
건투,건투
건투하다,건투하다
건평,건평
건포도,건포도
걷기,걷끼
걷다,걷따
걷어붙이다,거더부치다
걷어차다,거더차다
걷어채다,거더채다
걷어치우다,거더치우다
걷잡다,걷짭따
걷히다,거치다
걸걸하다,걸걸하다
걸고넘어지다,걸고너머지다
걸다,걸다
걸레,걸레
걸레질,걸레질
걸레질하다,걸레질하다
걸레짝,걸레짝
걸려들다,걸려들다
걸리다,걸리다
걸리적거리다,걸리적꺼리다
걸리적대다,걸리적때다
걸림돌,걸림똘
걸맞다,걸맏따
걸머지다,걸머지다
걸상,걸쌍
걸쇠,걸쐬
걸쇠,걸쒜
걸식,걸씩
걸신,걸씬
걸신들리다,걸씬들리다
걸어가다,거러가다
걸어오다,거러오다
걸음,거름
걸음걸음,거름거름
걸음걸이,거름거리
걸음마,거름마
걸인,거린
걸작,걸짝
걸작선,걸짝썬
걸직하다,
걸쭉하다,걸쭈카다
걸출하다,걸출하다
걸치다,걸치다
걸터앉다,걸터안따
걸터타다,걸터타다
걸핏하면,걸피타면
검객,검객
검거,검거
검거되다,검거되다
검거되다,검거뒈다
검거망,검거망
검거하다,검거하다
검다,검따
검댕,검댕
검도,검도
검둥개,검둥개
검둥이,검둥이
검디검다,검띠검따
검무,검무
검문,검문
검문검색,검문검색
검문소,검문소
검문하다,검문하다
검버섯,검버섯
검불,검불
검붉다,검북따
검사,검사
검사기,검사기
검사대,검사대
검사소,검사소
검사장,검사장
검사하다,검사하다
검산,검산
검산하다,검산하다
검색,검색
검색어,검새거
검색하다,검새카다
검소,검소
검소하다,검소하다
검술,검술
검시,검시
검시관,검시관
검시하다,검시하다
검안,거만
검안하다,거만하다
검약,거먁
검약하다,거먀카다
검역,거멱
검역소,거멱쏘
검역하다,거며카다
검열,검녈
검열,거멸
검열관,검녈관
검열관,거멸관
검열되다,검녈되다
검열되다,거멸뒈다
검열하다,검녈하다
검열하다,거멸하다
검은깨,거믄깨
검은빛,거믄빋
검은색,거믄색
검인,거민
검인정,거민정
검정,검정
검정고시,검정고시
검정말,검정말
검정색,검정색
검정콩,검정콩
검정하다,검정하다
검증,검증
검증되다,검증되다
검증되다,검증뒈다
검증하다,검증하다
검지,검지
검진,검진
검진하다,검진하다
검찰,검찰
검찰권,검찰꿘
검찰청,검찰청
검출,검출
검출되다,검출되다
검출되다,검출뒈다
검출하다,검출하다
검침,검침
검침하다,검침하다
검토,검토
검토되다,검토되다
검토되다,검토뒈다
검토하다,검토하다
검투사,검투사
검표,검표
검표하다,검표하다
검푸르다,검푸르다
겁나다,검나다
겁내다,검내다
겁대가리,겁때가리
겁먹다,검먹따
겁보,겁뽀
겁쟁이,겁쨍이
겁주다,겁쭈다
겁탈,겁탈
겁탈하다,겁탈하다
겉감,걷깜
겉껍질,걷껍찔
겉넓이,건널비
겉늙다,건늑따
겉돌다,걷똘다
겉말,건말
겉멋,건먿
겉면,건면
겉모습,건모습
겉모양,건모양
겉보기,걷뽀기
겉보리,걷뽀리
겉봉,걷뽕
겉옷,거돋
겉잡다,걷짭따
겉장,걷짱
겉절이,걷쩌리
겉치레,걷치레
겉포장,걷포장
겉표지,걷표지
겉핥기,거탈끼
겉핥다,거탈따
게거품,게거품
게걸스럽다,게걸스럽따
게걸음,게거름
게네,게네
게다,게다
게다가,게다가
게딱지,게딱찌
게릴라,
게릴라전,
게맛살,게맏쌀
게스트,
게슴츠레,게슴츠레
게슴츠레하다,게슴츠레하다
게시,게시
게시되다,게시되다
게시되다,게시뒈다
게시판,게시판
게시하다,게시하다
게양,게양
게양대,게양대
게양되다,게양되다
게양되다,게양뒈다
게양하다,게양하다
게우다,게우다
게으르다,게으르다
게으름,게으름
게으름뱅이,게으름뱅이
게을리,게을리
게을리하다,게을리하다
게이머,
게이지,
게이트,
게이트볼,
게임,
게임기,
게임방,
게장,게장
게재,게재
게재되다,게재되다
게재되다,게재뒈다
게재하다,게재하다
겨냥,겨냥
겨냥하다,겨냥하다
겨누다,겨누다
겨드랑,겨드랑
겨드랑이,겨드랑이
겨레,겨레
겨레말,겨레말
겨루기,겨루기
겨루다,겨루다
겨룸,겨룸
겨를,겨를
겨우,겨우
겨우겨우,겨우겨우
겨우내,겨우내
겨우살이,겨우사리
겨울,겨울
겨울나기,겨울라기
겨울나무,겨울라무
겨울날,겨울랄
겨울눈,겨울룬
겨울맞이,겨울마지
겨울바람,겨울빠람
겨울비,겨울삐
겨울새,겨울쌔
겨울옷,겨우롣
겨울용,겨울룡
겨울잠,겨울짬
겨울철,겨울철
겨자,겨자
격감,격깜
격감되다,격깜되다
격감되다,격깜뒈다
격감하다,격깜하다
격납고,경납꼬
격년,경년
격년제,경년제
격노,경노
격노하다,경노하다
격돌,격똘
격돌하다,격똘하다
격동,격똥
격동기,격똥기
격동하다,격똥하다
격랑,경낭
격려,경녀
격려금,경녀금
격려되다,경녀되다
격려되다,경녀뒈다
격려사,경녀사
격려하다,경녀하다
격렬하다,경녈하다
격렬히,경녈히
격론,경논
격리,경니
격리되다,경니되다
격리되다,경니뒈다
격리하다,경니하다
